timestamp,emg_value
1765877550.009467,495
1765877550.0094862,495
1765877550.009494,495
1765877550.009501,496
1765877550.0095072,496
1765877550.0095181,497
1765877550.0095239,496
1765877550.0095308,496
1765877550.009537,495
1765877550.009543,494
1765877550.0095491,495
1765877550.0095549,495
1765877550.00956,496
1765877550.009566,496
1765877550.009572,495
1765877550.009578,496
1765877550.0095842,495
1765877550.0095942,495
1765877550.0096,495
1765877550.009606,495
1765877550.009612,496
1765877550.0096178,495
1765877550.009624,496
1765877550.00963,496
1765877550.009635,495
1765877550.009648,496
1765877550.009656,496
1765877550.009662,496
1765877550.009668,495
1765877550.009674,494
1765877550.0096798,494
1765877550.009686,495
1765877550.009692,497
1765877550.0097039,498
1765877550.00971,496
1765877550.009716,496
1765877550.009722,496
1765877550.009728,496
1765877550.0097332,496
1765877550.009739,498
1765877550.009745,496
1765877550.0097542,496
1765877550.00976,497
1765877550.0097651,497
1765877550.009771,497
1765877550.0097768,496
1765877550.009783,497
1765877550.009789,495
1765877550.0097952,496
1765877550.009801,496
1765877550.009807,495
1765877550.009813,495
1765877550.00982,496
1765877550.009829,496
1765877550.009835,496
1765877550.009841,496
1765877550.009847,496
1765877550.009853,495
1765877550.009859,496
1765877550.009865,496
1765877550.00987,497
1765877550.009876,496
1765877550.0098822,496
1765877550.009888,495
1765877550.009894,496
1765877550.0099058,495
1765877550.009912,495
1765877550.009918,495
1765877550.0099242,496
1765877550.00993,495
1765877550.0099359,496
1765877550.009942,497
1765877550.0099468,496
1765877550.009954,495
1765877550.00996,495
1765877550.0099661,494
1765877550.0099719,495
1765877550.009981,496
1765877550.009988,495
1765877550.009998,496
1765877550.010004,495
1765877550.01001,496
1765877550.010016,495
1765877550.010022,495
1765877550.0100281,495
1765877550.0100338,495
1765877550.01004,496
1765877550.010046,497
1765877550.010051,497
1765877550.010058,496
1765877550.0100632,495
1765877550.010069,495
1765877550.0100749,494
1765877550.0100951,495
1765877550.010102,495
1765877550.010108,495
1765877550.010114,495
1765877550.010119,495
1765877550.0101252,495
1765877550.010131,495
1765877550.010137,496
1765877550.010143,497
1765877550.010149,496
1765877550.010155,496
1765877550.010161,497
1765877550.010172,495
1765877550.010178,495
1765877550.010184,495
1765877550.01019,496
1765877550.010205,496
1765877550.010211,495
1765877550.010217,496
1765877550.0102232,495
1765877550.010229,495
1765877550.0102348,496
1765877550.010241,496
1765877550.010247,496
1765877550.010253,496
1765877550.010259,495
1765877550.010265,495
1765877550.010271,495
1765877550.010276,496
1765877550.010282,496
1765877550.0102882,495
1765877550.010294,496
1765877550.0103,495
1765877550.0103061,496
1765877550.0103118,495
1765877550.010318,494
1765877550.010325,495
1765877550.010331,495
1765877550.010339,497
1765877550.010346,496
1765877550.0103521,495
1765877550.010358,496
1765877550.0103629,495
1765877550.010369,495
1765877550.010375,495
1765877550.010381,496
1765877550.010387,496
1765877550.0103931,496
1765877550.0103989,496
1765877550.010405,496
1765877550.010411,496
1765877550.010416,496
1765877550.010422,495
1765877550.010428,496
1765877550.0104342,496
1765877550.0104399,496
1765877550.010446,496
1765877550.010452,495
1765877550.0104582,495
1765877550.010464,496
1765877550.0104692,496
1765877550.010475,496
1765877550.0104809,496
1765877550.010487,496
1765877550.010493,496
1765877550.0105011,496
1765877550.010508,496
1765877550.0105128,496
1765877550.010519,496
1765877550.010525,496
1765877550.0105312,495
1765877550.010537,496
1765877550.010543,496
1765877550.010549,496
1765877550.0105548,496
1765877550.010561,496
1765877550.010567,495
1765877550.0105731,495
1765877550.010578,495
1765877550.010584,495
1765877550.010596,497
1765877550.010602,497
1765877550.0106082,496
1765877550.010613,496
1765877550.010619,496
1765877550.0106251,496
1765877550.0106308,495
1765877550.010637,495
1765877550.010643,495
1765877550.0106492,495
1765877550.010655,496
1765877550.0106602,496
1765877550.010668,496
1765877550.010675,497
1765877550.0106812,497
1765877550.0106869,496
1765877550.010693,495
1765877550.010699,495
1765877550.0107038,495
1765877550.01071,496
1765877550.010716,495
1765877550.0107222,495
1765877550.010728,495
1765877550.010734,494
1765877550.01074,495
1765877550.010746,496
1765877550.010751,497
1765877550.0107572,497
1765877550.010763,496
1765877550.010769,496
1765877550.010775,495
1765877550.0107808,496
1765877550.010787,496
1765877550.010793,495
1765877550.0107992,495
1765877550.010805,495
1765877550.0108109,495
1765877550.010816,495
1765877550.0108218,496
1765877550.0108302,496
1765877550.010837,496
1765877550.0108428,496
1765877550.010849,496
1765877550.010854,495
1765877550.01086,496
1765877550.010866,496
1765877550.0108721,496
1765877550.0108778,496
1765877550.010884,495
1765877550.01089,496
1765877550.010896,495
1765877550.010902,495
1765877550.010907,496
1765877550.0109131,495
1765877550.0109189,494
1765877550.010925,495
1765877550.010931,495
1765877550.010937,496
1765877550.010943,497
1765877550.0109491,497
1765877550.010955,496
1765877550.0109608,496
1765877550.010967,496
1765877550.010973,495
1765877550.0109792,494
1765877550.010986,494
1765877550.010993,495
1765877550.010999,496
1765877550.011005,497
1765877550.0110111,496
1765877550.011016,497
1765877550.011022,495
1765877550.011028,495
1765877550.011034,497
1765877550.01104,496
1765877550.011046,495
1765877550.0110521,495
1765877550.0110579,496
1765877550.011063,496
1765877550.0110688,496
1765877550.011075,496
1765877550.011081,497
1765877550.0110872,496
1765877550.011093,496
1765877550.0110989,495
1765877550.011105,495
1765877550.011111,495
1765877550.011117,495
1765877550.011123,496
1765877550.0111291,495
1765877550.0111349,496
1765877550.01114,495
1765877550.011148,495
1765877550.011155,495
1765877550.0111601,496
1765877550.0111659,496
1765877550.011172,496
1765877550.011178,496
1765877550.0111842,496
1765877550.01119,496
1765877550.011196,496
1765877550.011202,496
1765877550.0112078,497
1765877550.011214,496
1765877550.011219,495
1765877550.011225,496
1765877550.011231,495
1765877550.0112371,496
1765877550.011243,495
1765877550.0112488,495
1765877550.011255,496
1765877550.0112598,496
1765877550.011266,495
1765877550.011272,496
1765877550.0112782,495
1765877550.0112839,496
1765877550.01129,495
1765877550.011296,495
1765877550.011302,495
1765877550.011311,495
1765877550.011319,495
1765877550.011325,496
1765877550.0113301,495
1765877550.0113358,495
1765877550.011342,496
1765877550.011348,495
1765877550.0113542,496
1765877550.01136,496
1765877550.011366,496
1765877550.011372,496
1765877550.0113778,496
1765877550.011383,496
1765877550.011389,496
1765877550.011395,496
1765877550.011401,496
1765877550.0114071,496
1765877550.0114172,495
1765877550.0114229,495
1765877550.011429,495
1765877550.011435,495
1765877550.011441,495
1765877550.011447,496
1765877550.011453,496
1765877550.011459,497
1765877550.011465,497
1765877550.011471,496
1765877550.011478,494
1765877550.0114849,495
1765877550.011491,495
1765877550.011497,496
1765877550.0115032,496
1765877550.011509,496
1765877550.011515,496
1765877550.01152,495
1765877550.0115259,496
1765877550.0115352,495
1765877550.011541,494
1765877550.0115469,494
1765877550.011553,495
1765877550.011559,496
1765877550.011565,496
1765877550.011571,495
1765877550.0115771,496
1765877550.011583,495
1765877550.011589,495
1765877550.011595,496
1765877550.011601,496
1765877550.011607,495
1765877550.011612,495
1765877550.0116181,495
1765877550.0116239,496
1765877550.01163,495
1765877550.011638,495
1765877550.011644,495
1765877550.01165,495
1765877550.011656,494
1765877550.011662,495
1765877550.011668,495
1765877550.0116742,495
1765877550.01168,496
1765877550.0116858,497
1765877550.011692,497
1765877550.011698,496
1765877550.011704,495
1765877550.01171,496
1765877550.0117161,496
1765877550.011722,496
1765877550.011727,496
1765877550.011733,496
1765877550.0117388,495
1765877550.011745,496
1765877550.011751,496
1765877550.0117571,496
1765877550.0117629,496
1765877550.011769,496
1765877550.011775,496
1765877550.0117812,497
1765877550.011787,497
1765877550.011793,496
1765877550.0118,495
1765877550.011807,496
1765877550.0118132,495
1765877550.0118191,495
1765877550.0118248,495
1765877550.0119271,495
1765877550.012022,496
1765877550.012044,496
1765877550.012058,496
1765877550.01207,496
1765877550.012083,495
1765877550.012095,496
1765877550.012116,496
